地區,日期,排名,股票代碼,股票名稱,買入金額(RMB),賣出金額(RMB),買入及賣出金額(RMB)
港股通（深),2018-06-19,5,00268,金蝶國際　　　　　　　　　　　,"55,377,000","138,915,040","194,292,040"
港股通（深),2018-06-19,6,00175,吉利汽車　　　　　　　　　　　,"88,851,300","103,217,100","192,068,400"
港股通（深),2018-06-19,7,00981,中芯國際　　　　　　　　　　　,"36,019,860","137,025,060","173,044,920"
港股通（深),2018-06-19,8,01093,石藥集團　　　　　　　　　　　,"17,067,700","152,950,200","170,017,900"
港股通（深),2018-06-19,9,01918,融創中國　　　　　　　　　　　,"53,676,200","113,316,750","166,992,950"
港股通（深),2018-06-19,10,01177,中國生物製藥　　　　　　　　　,"11,468,120","137,265,520","148,733,640"
滬股通,2018-06-20,1,600519,貴州茅台　　　　,"625,166,709","346,513,349","971,680,058"
滬股通,2018-06-20,2,601318,中國平安　　　　,"607,620,345","353,522,763","961,143,108"
滬股通,2018-06-20,3,600276,恒瑞醫藥　　　　,"554,670,144","262,072,843","816,742,987"
滬股通,2018-06-20,4,600887,伊利股份　　　　,"353,839,907","207,097,409","560,937,316"
滬股通,2018-06-20,5,600009,上海機場　　　　,"95,565,301","315,025,662","410,590,963"
滬股通,2018-06-20,6,600585,海螺水泥　　　　,"105,933,583","299,330,481","405,264,064"
滬股通,2018-06-20,7,601888,中國國旅　　　　,"211,449,755","138,744,689","350,194,444"
滬股通,2018-06-20,8,600036,招商銀行　　　　,"57,528,648","212,827,539","270,356,187"
滬股通,2018-06-20,9,600104,上汽集團　　　　,"76,710,045","167,220,856","243,930,901"
滬股通,2018-06-20,10,600030,中信證券　　　　,"63,834,060","150,038,830","213,872,890"
港股通（滬),2018-06-20,1,01177,中國生物製藥　　　　　　　　　,"218,900,540","46,068,340","264,968,880"
港股通（滬),2018-06-20,2,01918,融創中國　　　　　　　　　　　,"135,549,350","77,292,350","212,841,700"
港股通（滬),2018-06-20,3,00386,中國石油化工股份　　　　　　　,"1,267,920","208,870,240","210,138,160"
港股通（滬),2018-06-20,4,03968,招商銀行　　　　　　　　　　　,"157,312,575","45,737,800","203,050,375"
港股通（滬),2018-06-20,5,00700,騰訊控股　　　　　　　　　　　,"87,370,980","114,124,760","201,495,740"
港股通（滬),2018-06-20,6,00902,華能國際電力股份　　　　　　　,"180,503,620","14,354,920","194,858,540"
港股通（滬),2018-06-20,7,00175,吉利汽車　　　　　　　　　　　,"131,696,700","58,747,367","190,444,067"
港股通（滬),2018-06-20,8,03328,交通銀行　　　　　　　　　　　,"137,461,630","24,088,820","161,550,450"
港股通（滬),2018-06-20,9,00981,中芯國際　　　　　　　　　　　,"71,635,040","76,032,040","147,667,080"
港股通（滬),2018-06-20,10,01088,中國神華　　　　　　　　　　　,"105,868,850","14,933,575","120,802,425"
深股通,2018-06-20,1,651,格力電器　　　　,"214,381,792","187,969,658","402,351,450"
深股通,2018-06-20,2,333,美的集團　　　　,"285,585,301","103,871,783","389,457,084"
深股通,2018-06-20,3,858,五糧液　　　　　,"157,294,085","209,489,102","366,783,187"
深股通,2018-06-20,4,2415,海康威視　　　　,"111,216,256","209,871,767","321,088,023"
深股通,2018-06-20,5,2,萬科Ａ　　　　　,"67,143,020","238,560,938","305,703,958"
深股通,2018-06-20,6,2304,洋河股份　　　　,"168,155,219","93,442,083","261,597,302"
深股通,2018-06-20,7,1,平安銀行　　　　,"131,664,505","65,687,333","197,351,838"
深股通,2018-06-20,8,2027,分眾傳媒　　　　,"106,893,062","62,314,697","169,207,759"
深股通,2018-06-20,9,2008,大族激光　　　　,"63,139,221","80,199,014","143,338,235"
深股通,2018-06-20,10,2241,歌爾股份　　　　,"88,459,521","50,547,045","139,006,566"
港股通（深),2018-06-20,1,00763,中興通訊　　　　　　　　　　　,"88,982,976","217,206,594","306,189,570"
港股通（深),2018-06-20,2,00700,騰訊控股　　　　　　　　　　　,"90,900,280","72,179,960","163,080,240"
港股通（深),2018-06-20,3,01548,金斯瑞生物科技　　　　　　　　,"100,285,500","52,857,700","153,143,200"
港股通（深),2018-06-20,4,00291,華潤啤酒　　　　　　　　　　　,"73,879,500","38,029,200","111,908,700"
港股通（深),2018-06-20,5,00880,澳博控股　　　　　　　　　　　,"91,843,520","7,008,420","98,851,940"
港股通（深),2018-06-20,6,02382,舜宇光學科技　　　　　　　　　,"77,056,090","15,064,880","92,120,970"
港股通（深),2018-06-20,7,00981,中芯國際　　　　　　　　　　　,"33,582,620","36,618,080","70,200,700"
港股通（深),2018-06-20,8,00241,阿里健康　　　　　　　　　　　,"47,720,960","18,253,780","65,974,740"
港股通（深),2018-06-20,9,00268,金蝶國際　　　　　　　　　　　,"43,403,040","19,359,840","62,762,880"
港股通（深),2018-06-20,10,01339,中國人民保險集團　　　　　　　,"7,410,970","54,031,990","61,442,960"
滬股通,2018-06-21,1,600519,貴州茅台　　　　,"662,965,245","571,450,171","1,234,415,416"
滬股通,2018-06-21,2,601318,中國平安　　　　,"594,626,440","406,301,622","1,000,928,062"
滬股通,2018-06-21,3,600004,白雲機場　　　　,"208,665,406","696,955,555","905,620,961"
滬股通,2018-06-21,4,600276,恒瑞醫藥　　　　,"197,673,861","421,400,813","619,074,674"
滬股通,2018-06-21,5,601888,中國國旅　　　　,"231,378,431","375,203,340","606,581,771"
滬股通,2018-06-21,6,600887,伊利股份　　　　,"345,872,885","182,642,977","528,515,862"
滬股通,2018-06-21,7,600585,海螺水泥　　　　,"272,543,091","218,638,407","491,181,498"
滬股通,2018-06-21,8,600104,上汽集團　　　　,"254,930,223","208,509,374","463,439,597"
滬股通,2018-06-21,9,600030,中信證券　　　　,"115,950,360","166,750,582","282,700,942"
滬股通,2018-06-21,10,600690,青島海爾　　　　,"186,015,522","76,139,455","262,154,977"
港股通（滬),2018-06-21,1,00700,騰訊控股　　　　　　　　　　　,"146,172,620","995,126,520","1,141,299,140"
港股通（滬),2018-06-21,2,02382,舜宇光學科技　　　　　　　　　,"340,765,210","194,282,510","535,047,720"
港股通（滬),2018-06-21,3,00981,中芯國際　　　　　　　　　　　,"215,400,950","242,277,450","457,678,400"
港股通（滬),2018-06-21,4,03968,招商銀行　　　　　　　　　　　,"245,958,250","2,445,225","248,403,475"
港股通（滬),2018-06-21,5,00388,香港交易所　　　　　　　　　　,"5,309,100","205,165,040","210,474,140"
港股通（滬),2018-06-21,6,01177,中國生物製藥　　　　　　　　　,"171,114,400","32,910,430","204,024,830"
港股通（滬),2018-06-21,7,01171,兗州煤業股份　　　　　　　　　,"54,281,560","119,313,160","173,594,720"
港股通（滬),2018-06-21,8,01088,中國神華　　　　　　　　　　　,"126,037,875","35,328,625","161,366,500"
港股通（滬),2018-06-21,9,03328,交通銀行　　　　　　　　　　　,"113,258,140","45,346,220","158,604,360"
港股通（滬),2018-06-21,10,01918,融創中國　　　　　　　　　　　,"73,480,850","79,586,300","153,067,150"
深股通,2018-06-21,1,2415,海康威視　　　　,"207,422,082","394,552,248","601,974,330"
深股通,2018-06-21,2,858,五糧液　　　　　,"180,978,437","339,759,490","520,737,927"
深股通,2018-06-21,3,333,美的集團　　　　,"195,782,020","201,847,760","397,629,780"
深股通,2018-06-21,4,651,格力電器　　　　,"153,271,732","156,381,677","309,653,409"
深股通,2018-06-21,5,2008,大族激光　　　　,"37,909,397","266,189,336","304,098,733"
深股通,2018-06-21,6,2,萬科Ａ　　　　　,"113,061,213","154,156,032","267,217,245"
深股通,2018-06-21,7,2304,洋河股份　　　　,"149,829,637","88,450,081","238,279,718"
深股通,2018-06-21,8,1,平安銀行　　　　,"93,286,173","103,469,404","196,755,577"
深股通,2018-06-21,9,2456,歐菲科技　　　　,"57,894,706","125,013,366","182,908,072"
深股通,2018-06-21,10,2475,立訊精密　　　　,"56,739,757","111,729,546","168,469,303"
港股通（深),2018-06-21,1,00981,中芯國際　　　　　　　　　　　,"128,741,790","124,780,210","253,522,000"
港股通（深),2018-06-21,2,01918,融創中國　　　　　　　　　　　,"135,341,350","59,694,100","195,035,450"
港股通（深),2018-06-21,3,02382,舜宇光學科技　　　　　　　　　,"163,776,980","11,926,600","175,703,580"
港股通（深),2018-06-21,4,02601,中國太保　　　　　　　　　　　,"18,027,200","121,615,570","139,642,770"
港股通（深),2018-06-21,5,03898,中車時代電氣　　　　　　　　　,"104,058,225","7,659,160","111,717,385"
港股通（深),2018-06-21,6,00763,中興通訊　　　　　　　　　　　,"39,808,520","70,499,528","110,308,048"
港股通（深),2018-06-21,7,00700,騰訊控股　　　　　　　　　　　,"53,409,560","55,433,300","108,842,860"
港股通（深),2018-06-21,8,02007,碧桂園　　　　　　　　　　　　,"94,261,760","5,450,920","99,712,680"
港股通（深),2018-06-21,9,00388,香港交易所　　　　　　　　　　,"3,590,520","87,095,380","90,685,900"
港股通（深),2018-06-21,10,01030,新城發展控股　　　　　　　　　,"47,460,640","31,723,360","79,184,000"
滬股通,2018-06-22,1,600276,恒瑞醫藥　　　　,"534,288,718","182,591,586","716,880,304"
滬股通,2018-06-22,2,600519,貴州茅台　　　　,"340,037,624","334,245,136","674,282,760"
滬股通,2018-06-22,3,601318,中國平安　　　　,"311,290,382","199,345,044","510,635,426"
滬股通,2018-06-22,4,601888,中國國旅　　　　,"100,769,731","277,401,582","378,171,313"
滬股通,2018-06-22,5,600887,伊利股份　　　　,"221,960,964","152,513,643","374,474,607"
滬股通,2018-06-22,6,600585,海螺水泥　　　　,"180,247,340","159,481,060","339,728,400"
滬股通,2018-06-22,7,600009,上海機場　　　　,"52,562,002","198,665,611","251,227,613"
滬股通,2018-06-22,8,600004,白雲機場　　　　,"91,999,224","144,001,297","236,000,521"
滬股通,2018-06-22,9,600031,三一重工　　　　,"112,717,662","89,416,510","202,134,172"
滬股通,2018-06-22,10,600030,中信證券　　　　,"55,900,272","127,269,913","183,170,185"
港股通（滬),2018-06-22,1,00700,騰訊控股　　　　　　　　　　　,"137,400,500","280,978,620","418,379,120"
港股通（滬),2018-06-22,2,00857,中國石油股份　　　　　　　　　,"14,704,200","259,720,560","274,424,760"
港股通（滬),2018-06-22,3,00981,中芯國際　　　　　　　　　　　,"169,176,450","94,532,434","263,708,884"
港股通（滬),2018-06-22,4,03968,招商銀行　　　　　　　　　　　,"94,775,125","161,117,050","255,892,175"
港股通（滬),2018-06-22,5,00883,中國海洋石油　　　　　　　　　,"1,359,040","204,880,020","206,239,060"
港股通（滬),2018-06-22,6,02382,舜宇光學科技　　　　　　　　　,"111,432,090","25,769,550","137,201,640"
港股通（滬),2018-06-22,7,01918,融創中國　　　　　　　　　　　,"71,391,400","58,173,200","129,564,600"
港股通（滬),2018-06-22,8,00586,海螺創業　　　　　　　　　　　,"102,016,650","919,375","102,936,025"
港股通（滬),2018-06-22,9,00175,吉利汽車　　　　　　　　　　　,"76,437,550","14,625,500","91,063,050"
港股通（滬),2018-06-22,10,06030,中信証券　　　　　　　　　　　,"6,362,800","82,212,080","88,574,880"
深股通,2018-06-22,1,333,美的集團　　　　,"152,224,011","356,912,812","509,136,823"
深股通,2018-06-22,2,651,格力電器　　　　,"158,496,385","269,718,024","428,214,409"
深股通,2018-06-22,3,858,五糧液　　　　　,"167,958,361","195,889,031","363,847,392"
深股通,2018-06-22,4,2415,海康威視　　　　,"161,196,917","169,103,642","330,300,559"
深股通,2018-06-22,5,2,萬科Ａ　　　　　,"113,223,942","130,309,969","243,533,911"
深股通,2018-06-22,6,1,平安銀行　　　　,"70,326,778","141,662,196","211,988,974"
深股通,2018-06-22,7,300059,東方財富　　　　,"53,934,260","136,094,918","190,029,178"
深股通,2018-06-22,8,2024,蘇寧易購　　　　,"89,570,907","77,098,973","166,669,880"
深股通,2018-06-22,9,2475,立訊精密　　　　,"61,481,240","97,820,504","159,301,744"
深股通,2018-06-22,10,2304,洋河股份　　　　,"63,276,940","79,123,296","142,400,236"
港股通（深),2018-06-22,1,00700,騰訊控股　　　　　　　　　　　,"183,449,620","122,599,920","306,049,540"
港股通（深),2018-06-22,2,00981,中芯國際　　　　　　　　　　　,"60,627,670","40,735,790","101,363,460"
港股通（深),2018-06-22,3,01548,金斯瑞生物科技　　　　　　　　,"49,095,000","45,366,000","94,461,000"
港股通（深),2018-06-22,4,00857,中國石油股份　　　　　　　　　,"5,707,300","88,586,000","94,293,300"
港股通（深),2018-06-22,5,00763,中興通訊　　　　　　　　　　　,"47,204,864","44,371,744","91,576,608"
港股通（深),2018-06-22,6,00939,建設銀行　　　　　　　　　　　,"39,292,720","46,097,760","85,390,480"
港股通（深),2018-06-22,7,01918,融創中國　　　　　　　　　　　,"36,008,900","40,478,050","76,486,950"
港股通（深),2018-06-22,8,01336,新華保險　　　　　　　　　　　,"65,608,770","6,017,925","71,626,695"
港股通（深),2018-06-22,9,02869,綠城服務　　　　　　　　　　　,"34,948,660","34,404,420","69,353,080"
港股通（深),2018-06-22,10,02202,萬科企業　　　　　　　　　　　,"47,897,040","21,164,780","69,061,820"
滬股通,2018-06-25,1,601318,中國平安　　　　,"452,393,948","690,000,876","1,142,394,824"
滬股通,2018-06-25,2,600276,恒瑞醫藥　　　　,"565,336,894","338,866,653","904,203,547"
滬股通,2018-06-25,3,600519,貴州茅台　　　　,"301,324,645","529,347,330","830,671,975"
滬股通,2018-06-25,4,600887,伊利股份　　　　,"222,734,755","181,378,951","404,113,706"
滬股通,2018-06-25,5,600585,海螺水泥　　　　,"108,203,979","213,884,792","322,088,771"
滬股通,2018-06-25,6,600036,招商銀行　　　　,"60,507,247","254,286,033","314,793,280"
滬股通,2018-06-25,7,600900,長江電力　　　　,"112,759,857","184,913,121","297,672,978"
滬股通,2018-06-25,8,600690,青島海爾　　　　,"95,906,936","192,932,034","288,838,970"
滬股通,2018-06-25,9,600030,中信證券　　　　,"48,852,928","172,249,073","221,102,001"
滬股通,2018-06-25,10,601166,興業銀行　　　　,"41,438,311","177,526,907","218,965,218"
港股通（滬),2018-06-25,1,00939,建設銀行　　　　　　　　　　　,"344,339,220","20,431,640","364,770,860"
港股通（滬),2018-06-25,2,01918,融創中國　　　　　　　　　　　,"136,353,950","174,087,550","310,441,500"
港股通（滬),2018-06-25,3,00753,中國國航　　　　　　　　　　　,"111,303,100","196,931,600","308,234,700"
港股通（滬),2018-06-25,4,00700,騰訊控股　　　　　　　　　　　,"153,075,080","124,130,780","277,205,860"
港股通（滬),2018-06-25,5,02007,碧桂園　　　　　　　　　　　　,"50,602,880","148,559,320","199,162,200"
港股通（滬),2018-06-25,6,00981,中芯國際　　　　　　　　　　　,"85,001,640","103,237,370","188,239,010"
港股通（滬),2018-06-25,7,03968,招商銀行　　　　　　　　　　　,"48,841,475","110,679,781","159,521,256"
港股通（滬),2018-06-25,8,02382,舜宇光學科技　　　　　　　　　,"117,369,380","30,529,290","147,898,670"
港股通（滬),2018-06-25,9,01055,中國南方航空股份　　　　　　　,"53,967,480","81,275,500","135,242,980"
港股通（滬),2018-06-25,10,00338,上海石油化工股份　　　　　　　,"21,014,160","104,067,660","125,081,820"
深股通,2018-06-25,1,858,五糧液　　　　　,"278,983,360","376,838,467","655,821,827"
深股通,2018-06-25,2,651,格力電器　　　　,"115,792,083","376,921,959","492,714,042"
深股通,2018-06-25,3,333,美的集團　　　　,"135,654,791","266,032,667","401,687,458"
深股通,2018-06-25,4,1,平安銀行　　　　,"65,880,146","227,098,571","292,978,717"
深股通,2018-06-25,5,2,萬科Ａ　　　　　,"61,622,438","186,901,763","248,524,201"
深股通,2018-06-25,6,2304,洋河股份　　　　,"135,377,595","92,465,261","227,842,856"
深股通,2018-06-25,7,2415,海康威視　　　　,"78,299,767","101,674,554","179,974,321"
深股通,2018-06-25,8,1979,招商蛇口　　　　,"46,348,374","127,081,816","173,430,190"
深股通,2018-06-25,9,300203,聚光科技　　　　,"100,790,340","26,277,323","127,067,663"
深股通,2018-06-25,10,2027,分眾傳媒　　　　,"49,438,260","71,678,187","121,116,447"
港股通（深),2018-06-25,1,00700,騰訊控股　　　　　　　　　　　,"91,278,820","190,614,620","281,893,440"
港股通（深),2018-06-25,2,00939,建設銀行　　　　　　　　　　　,"250,339,090","6,603,860","256,942,950"
港股通（深),2018-06-25,3,02382,舜宇光學科技　　　　　　　　　,"18,760,060","188,471,690","207,231,750"
港股通（深),2018-06-25,4,01918,融創中國　　　　　　　　　　　,"119,737,300","58,641,650","178,378,950"
港股通（深),2018-06-25,5,00753,中國國航　　　　　　　　　　　,"57,610,400","98,927,340","156,537,740"
港股通（深),2018-06-25,6,00895,東江環保　　　　　　　　　　　,"78,819,042","67,994,114","146,813,156"
港股通（深),2018-06-25,7,00981,中芯國際　　　　　　　　　　　,"81,453,660","64,549,050","146,002,710"
港股通（深),2018-06-25,8,01055,中國南方航空股份　　　　　　　,"63,046,540","65,687,120","128,733,660"
港股通（深),2018-06-25,9,01548,金斯瑞生物科技　　　　　　　　,"72,153,600","51,515,100","123,668,700"
港股通（深),2018-06-25,10,00763,中興通訊　　　　　　　　　　　,"40,106,532","51,520,332","91,626,864"
滬股通,2018-06-26,1,601318,中國平安　　　　,"731,812,060","420,750,705","1,152,562,765"
滬股通,2018-06-26,2,600519,貴州茅台　　　　,"543,993,452","537,265,441","1,081,258,893"
滬股通,2018-06-26,3,600276,恒瑞醫藥　　　　,"303,829,072","345,036,792","648,865,864"
滬股通,2018-06-26,4,600036,招商銀行　　　　,"275,902,879","145,998,990","421,901,869"
滬股通,2018-06-26,5,600887,伊利股份　　　　,"203,510,926","190,972,026","394,482,952"
滬股通,2018-06-26,6,600585,海螺水泥　　　　,"266,009,124","125,789,394","391,798,518"
滬股通,2018-06-26,7,600104,上汽集團　　　　,"189,991,795","160,369,397","350,361,192"
滬股通,2018-06-26,8,601888,中國國旅　　　　,"71,198,166","232,522,914","303,721,080"
滬股通,2018-06-26,9,600690,青島海爾　　　　,"102,087,458","146,826,847","248,914,305"
滬股通,2018-06-26,10,600048,保利地產　　　　,"136,659,321","83,264,587","219,923,908"
港股通（滬),2018-06-26,1,00700,騰訊控股　　　　　　　　　　　,"544,106,260","484,776,100","1,028,882,360"
港股通（滬),2018-06-26,2,01918,融創中國　　　　　　　　　　　,"233,720,100","180,343,450","414,063,550"
港股通（滬),2018-06-26,3,00175,吉利汽車　　　　　　　　　　　,"179,972,500","158,851,100","338,823,600"
港股通（滬),2018-06-26,4,02007,碧桂園　　　　　　　　　　　　,"51,334,940","234,027,080","285,362,020"
港股通（滬),2018-06-26,5,03988,中國銀行　　　　　　　　　　　,"207,970,080","41,673,160","249,643,240"
港股通（滬),2018-06-26,6,02018,瑞聲科技　　　　　　　　　　　,"13,503,200","230,778,800","244,282,000"
港股通（滬),2018-06-26,7,00939,建設銀行　　　　　　　　　　　,"59,385,540","117,425,060","176,810,600"
港股通（滬),2018-06-26,8,02601,中國太保　　　　　　　　　　　,"3,128,910","169,350,250","172,479,160"
港股通（滬),2018-06-26,9,00981,中芯國際　　　　　　　　　　　,"99,430,650","52,621,670","152,052,320"
港股通（滬),2018-06-26,10,01055,中國南方航空股份　　　　　　　,"41,006,200","95,553,220","136,559,420"
深股通,2018-06-26,1,858,五糧液　　　　　,"389,712,214","317,512,776","707,224,990"
深股通,2018-06-26,2,333,美的集團　　　　,"269,789,524","369,024,848","638,814,372"
深股通,2018-06-26,3,651,格力電器　　　　,"337,644,882","189,871,712","527,516,594"
深股通,2018-06-26,4,2415,海康威視　　　　,"266,339,647","239,015,276","505,354,923"
深股通,2018-06-26,5,1,平安銀行　　　　,"189,030,651","179,588,197","368,618,848"
深股通,2018-06-26,6,2304,洋河股份　　　　,"131,130,263","103,560,105","234,690,368"
深股通,2018-06-26,7,1979,招商蛇口　　　　,"90,682,638","124,536,593","215,219,231"
深股通,2018-06-26,8,2,萬科Ａ　　　　　,"91,687,295","85,540,100","177,227,395"
深股通,2018-06-26,9,2027,分眾傳媒　　　　,"99,858,411","53,215,161","153,073,572"
深股通,2018-06-26,10,300347,泰格醫藥　　　　,"60,708,683","82,200,664","142,909,347"
港股通（深),2018-06-26,1,00700,騰訊控股　　　　　　　　　　　,"181,976,400","210,500,260","392,476,660"
港股通（深),2018-06-26,2,01918,融創中國　　　　　　　　　　　,"126,712,650","164,702,500","291,415,150"
港股通（深),2018-06-26,3,02007,碧桂園　　　　　　　　　　　　,"48,651,620","229,131,800","277,783,420"
港股通（深),2018-06-26,4,00268,金蝶國際　　　　　　　　　　　,"65,632,320","84,759,220","150,391,540"
港股通（深),2018-06-26,5,02382,舜宇光學科技　　　　　　　　　,"131,929,200","9,351,140","141,280,340"
港股通（深),2018-06-26,6,00763,中興通訊　　　　　　　　　　　,"54,172,876","79,266,144","133,439,020"
港股通（深),2018-06-26,7,00981,中芯國際　　　　　　　　　　　,"73,771,920","58,880,070","132,651,990"
港股通（深),2018-06-26,8,06169,宇華教育　　　　　　　　　　　,"53,311,700","46,737,920","100,049,620"
港股通（深),2018-06-26,9,01055,中國南方航空股份　　　　　　　,"34,757,980","64,918,720","99,676,700"
港股通（深),2018-06-26,10,00998,中信銀行　　　　　　　　　　　,"19,877,260","73,569,840","93,447,100"
滬股通,2018-06-27,1,600519,貴州茅台　　　　,"498,853,403","655,691,319","1,154,544,722"
滬股通,2018-06-27,2,601318,中國平安　　　　,"778,584,878","365,462,521","1,144,047,399"
滬股通,2018-06-27,3,600276,恒瑞醫藥　　　　,"259,554,835","391,496,290","651,051,125"
滬股通,2018-06-27,4,600690,青島海爾　　　　,"169,228,630","320,773,527","490,002,157"
滬股通,2018-06-27,5,600585,海螺水泥　　　　,"320,109,494","115,032,762","435,142,256"
滬股通,2018-06-27,6,600887,伊利股份　　　　,"202,814,766","190,056,164","392,870,930"
滬股通,2018-06-27,7,600036,招商銀行　　　　,"173,900,130","175,251,592","349,151,722"
滬股通,2018-06-27,8,601888,中國國旅　　　　,"161,874,210","160,148,287","322,022,497"
滬股通,2018-06-27,9,600779,水井坊　　　　　,"161,886,838","122,377,146","284,263,984"
滬股通,2018-06-27,10,600019,寶鋼股份　　　　,"80,677,279","162,891,466","243,568,745"
港股通（滬),2018-06-27,1,00700,騰訊控股　　　　　　　　　　　,"150,057,860","382,473,200","532,531,060"
港股通（滬),2018-06-27,2,01918,融創中國　　　　　　　　　　　,"328,623,300","124,978,350","453,601,650"
港股通（滬),2018-06-27,3,02018,瑞聲科技　　　　　　　　　　　,"15,922,700","263,351,900","279,274,600"
港股通（滬),2018-06-27,4,00175,吉利汽車　　　　　　　　　　　,"94,267,500","160,500,190","254,767,690"
港股通（滬),2018-06-27,5,01093,石藥集團　　　　　　　　　　　,"135,133,000","94,154,700","229,287,700"
港股通（滬),2018-06-27,6,00981,中芯國際　　　　　　　　　　　,"105,450,290","101,613,560","207,063,850"
港股通（滬),2018-06-27,7,03988,中國銀行　　　　　　　　　　　,"193,491,190","11,286,580","204,777,770"
港股通（滬),2018-06-27,8,01055,中國南方航空股份　　　　　　　,"58,206,220","128,929,200","187,135,420"
港股通（滬),2018-06-27,9,02319,蒙牛乳業　　　　　　　　　　　,"1,570,150","176,228,100","177,798,250"
港股通（滬),2018-06-27,10,02318,中國平安　　　　　　　　　　　,"5,395,000","151,804,450","157,199,450"
深股通,2018-06-27,1,651,格力電器　　　　,"315,818,068","430,496,617","746,314,685"
深股通,2018-06-27,2,333,美的集團　　　　,"358,340,144","315,891,353","674,231,497"
深股通,2018-06-27,3,858,五糧液　　　　　,"290,035,972","307,382,318","597,418,290"
深股通,2018-06-27,4,1,平安銀行　　　　,"221,331,965","195,271,618","416,603,583"
深股通,2018-06-27,5,2415,海康威視　　　　,"232,860,381","144,755,341","377,615,722"
深股通,2018-06-27,6,2,萬科Ａ　　　　　,"57,332,316","162,386,671","219,718,987"
深股通,2018-06-27,7,2304,洋河股份　　　　,"108,869,499","85,825,731","194,695,230"
深股通,2018-06-27,8,2024,蘇寧易購　　　　,"79,916,276","78,616,768","158,533,044"
深股通,2018-06-27,9,1979,招商蛇口　　　　,"66,241,875","85,083,721","151,325,596"
深股通,2018-06-27,10,2050,三花智控　　　　,"12,573,865","138,005,762","150,579,627"
港股通（深),2018-06-27,1,01918,融創中國　　　　　　　　　　　,"225,418,050","151,988,200","377,406,250"
港股通（深),2018-06-27,2,02007,碧桂園　　　　　　　　　　　　,"23,642,160","194,040,080","217,682,240"
港股通（深),2018-06-27,3,00700,騰訊控股　　　　　　　　　　　,"97,783,480","99,465,640","197,249,120"
港股通（深),2018-06-27,4,00175,吉利汽車　　　　　　　　　　　,"97,346,940","73,412,100","170,759,040"
港股通（深),2018-06-27,5,00981,中芯國際　　　　　　　　　　　,"53,759,800","116,276,620","170,036,420"
港股通（深),2018-06-27,6,03883,中國奧園　　　　　　　　　　　,"40,129,600","53,019,580","93,149,180"
港股通（深),2018-06-27,7,01030,新城發展控股　　　　　　　　　,"22,675,620","66,739,080","89,414,700"
港股通（深),2018-06-27,8,01055,中國南方航空股份　　　　　　　,"46,507,180","42,291,280","88,798,460"
港股通（深),2018-06-27,9,02018,瑞聲科技　　　　　　　　　　　,"11,843,850","73,540,350","85,384,200"
港股通（深),2018-06-27,10,01548,金斯瑞生物科技　　　　　　　　,"41,807,600","38,502,200","80,309,800"
滬股通,2018-06-28,1,600519,貴州茅台　　　　,"865,294,409","623,949,251","1,489,243,660"
滬股通,2018-06-28,2,601318,中國平安　　　　,"1,000,414,736","394,268,125","1,394,682,861"
滬股通,2018-06-28,3,600276,恒瑞醫藥　　　　,"410,262,266","688,235,878","1,098,498,144"
滬股通,2018-06-28,4,600690,青島海爾　　　　,"167,242,402","286,867,275","454,109,677"
滬股通,2018-06-28,5,600887,伊利股份　　　　,"318,974,255","128,047,449","447,021,704"
滬股通,2018-06-28,6,600104,上汽集團　　　　,"257,227,590","174,055,874","431,283,464"
滬股通,2018-06-28,7,601888,中國國旅　　　　,"131,538,833","266,397,159","397,935,992"
滬股通,2018-06-28,8,600036,招商銀行　　　　,"241,673,174","131,241,335","372,914,509"
滬股通,2018-06-28,9,600585,海螺水泥　　　　,"176,850,398","148,246,453","325,096,851"
滬股通,2018-06-28,10,600030,中信證券　　　　,"165,875,755","145,382,862","311,258,617"
港股通（滬),2018-06-28,1,00700,騰訊控股　　　　　　　　　　　,"301,040,340","147,502,778","448,543,118"
港股通（滬),2018-06-28,2,01918,融創中國　　　　　　　　　　　,"231,630,850","95,288,100","326,918,950"
港股通（滬),2018-06-28,3,03968,招商銀行　　　　　　　　　　　,"170,077,925","146,627,625","316,705,550"
港股通（滬),2018-06-28,4,06808,高鑫零售　　　　　　　　　　　,"233,163,550","10,591,190","243,754,740"
港股通（滬),2018-06-28,5,01398,工商銀行　　　　　　　　　　　,"124,691,790","95,868,830","220,560,620"
港股通（滬),2018-06-28,6,00874,白雲山　　　　　　　　　　　　,"44,328,900","154,130,700","198,459,600"
港股通（滬),2018-06-28,7,02318,中國平安　　　　　　　　　　　,"2,352,075","154,862,500","157,214,575"
港股通（滬),2018-06-28,8,02319,蒙牛乳業　　　　　　　　　　　,"13,044,450","142,283,700","155,328,150"
港股通（滬),2018-06-28,9,01093,石藥集團　　　　　　　　　　　,"77,632,000","77,299,900","154,931,900"
港股通（滬),2018-06-28,10,02333,長城汽車　　　　　　　　　　　,"25,792,315","125,194,320","150,986,635"
深股通,2018-06-28,1,333,美的集團　　　　,"278,996,908","450,228,334","729,225,242"
深股通,2018-06-28,2,651,格力電器　　　　,"279,176,973","438,557,278","717,734,251"
深股通,2018-06-28,3,2415,海康威視　　　　,"253,055,684","411,434,341","664,490,025"
深股通,2018-06-28,4,858,五糧液　　　　　,"358,760,578","291,742,602","650,503,180"
深股通,2018-06-28,5,2008,大族激光　　　　,"76,722,432","321,959,305","398,681,737"
深股通,2018-06-28,6,2304,洋河股份　　　　,"167,497,972","163,207,942","330,705,914"
